         146821799 function calls (146743265 primitive calls) in 2787.572 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   493984    0.141    0.000    0.200    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:2481(ranges)
    44970    0.134    0.000    2.808    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:124(row)
   864248    0.131    0.000    0.131    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:411(domain)
   119134    0.119    0.000    0.119    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:277(__init__)
     4560    0.119    0.000    0.277    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:598(nodeBalance_rule)
  1466627    0.113    0.000    0.113    0.000 {built-in method builtins.abs}
   220028    0.100    0.000    0.266    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:311(body)
     2400    0.100    0.000    0.354    0.000 C:\ANACONDA3\lib\zipfile.py:1328(_RealGetContents)
      480    0.097    0.000   18.790    0.039 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\document.py:209(__init__)
     8295    0.096    0.000    0.131    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:528(braP_rule)
       15    0.089    0.006    0.134    0.009 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\SCACOPF.py:218(get_bus_dual_cont)
     8295    0.089    0.000    0.121    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:537(braQ_rule)
   701615    0.088    0.000    0.096    0.000 {built-in method builtins.isinstance}
   123496    0.087    0.000    0.126    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:169(is_binary)
      230    0.086    0.000    0.104    0.000 {built-in method builtins.print}
   123376    0.086    0.000    0.118    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:161(is_integer)
      187    0.082    0.000    0.204    0.001 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\visitor.py:529(dfs_postorder_stack)
