         837295 function calls (832930 primitive calls) in 90.914 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
   242/50    0.001    0.000    0.021    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\indexed_component.py:271(__init__)
      160    0.001    0.000    0.022    0.000 C:\ANACONDA3\lib\zipfile.py:1218(__init__)
      403    0.001    0.000    0.017    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:110(process_setarg)
      370    0.001    0.000    0.015    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:124(row)
     5412    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
4102/3881    0.001    0.000    0.003    0.000 {built-in method builtins.iter}
     1254    0.001    0.000    0.010    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\block.py:1351(_component_data_iter)
     33/1    0.001    0.000    0.721    0.721 <frozen importlib._bootstrap>:986(_find_and_load)
        6    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\julia\core.py:544(_call)
      400    0.001    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:273(__getattr__)
      380    0.001    0.000    0.316    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\wrapcache.py:16(wrap)
      784    0.001    0.000    0.008    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\cells.py:173(plaintext)
        1    0.001    0.001    0.001    0.001 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\SCACOPF.py:146(get_branch_dual_cont)
       32    0.001    0.000    0.211    0.007 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\document.py:41(opendoc)
       37    0.001    0.000    0.022    0.001 <frozen importlib._bootstrap_external>:1498(find_spec)
      960    0.001    0.000    0.001    0.000 {method 'tell' of '_io.BufferedReader' objects}
      934    0.001    0.000    0.001    0.000 {built-in method builtins.next}
       68    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\copy.py:128(deepcopy)
     1919    0.001    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:3895(<genexpr>)
     1957    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\component.py:803(parent_block)
      890    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\label.py:101(__call__)
      158    0.001    0.000    0.002    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:3889(_iter_impl)
     6113    0.001    0.000    0.001    0.000 {method 'append' of 'list' objects}
     1360    0.001    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\indexed_component.py:495(<genexpr>)
  579/385    0.001    0.000    0.009    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:1982(construct)
      380    0.001    0.000    0.081    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tableutils.py:58(get_min_max_cell_count)
     1016    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_decode}
      784    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\text.py:24(__init__)
     1640    0.001    0.000    0.001    0.000 {built-in method _struct.unpack}
      160    0.001    0.000    0.013    0.000 C:\ANACONDA3\lib\zipfile.py:997(_read1)
        1    0.001    0.001    0.002    0.002 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\SCACOPF.py:67(get_branch_pf_cont)
      380    0.001    0.000    0.295    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:152(normalize_table)
      160    0.001    0.000    0.002    0.000 C:\ANACONDA3\lib\zipfile.py:809(__init__)
       32    0.001    0.000    0.150    0.005 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\document.py:209(__init__)
      400    0.001    0.000    0.002    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:317(__getitem__)
        1    0.001    0.001    0.001    0.001 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:176(_create_nodes_graph)
     1535    0.001    0.000    0.001    0.000 {built-in method builtins.getattr}
       16    0.001    0.000    0.001    0.000 {built-in method nt.close}
     1678    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:354(lower)
      160    0.001    0.000    0.001    0.000 {method 'timetuple' of 'datetime.datetime' objects}
      394    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\component.py:388(__init__)
        2    0.001    0.000    0.001    0.001 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:440(select)
      536    0.001    0.000    0.001    0.000 {built-in method _codecs.charmap_encode}
     1281    0.001    0.000    0.001    0.000 {built-in method builtins.max}
       33    0.001    0.000    0.023    0.001 <frozen importlib._bootstrap>:890(_find_spec)
     1190    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:454(__contains__)
  859/858    0.001    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\initializer.py:30(Initializer)
      320    0.001    0.000    0.003    0.000 C:\ANACONDA3\lib\zipfile.py:214(_EndRecData64)
      234    0.001    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\ipykernel\iostream.py:206(schedule)
     1140    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tableutils.py:74(is_table)
     1402    0.001    0.000    0.001    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:368(upper)
      218    0.001    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\ipykernel\iostream.py:500(write)
      380    0.001    0.000    0.002    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablecolumncontroller.py:52(expand_column)
       32    0.001    0.000    0.001    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\meta.py:34(__init__)
