         22091755 function calls (22085182 primitive calls) in 2610.721 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30 2590.339   86.345 2609.436   86.981 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\SCACOPF.py:245(run_jl)
     2069    0.004    0.000    0.076    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\initializer.py:244(__call__)
     4801    0.004    0.000    0.006    0.000 C:\ANACONDA3\lib\zipfile.py:1823(close)
     9322    0.004    0.000    0.013    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:149(has_lb)
     6960    0.004    0.000    0.004    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:22(set_maxcount)
     8202    0.004    0.000    0.054    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\block.py:1425(component_data_objects)
     5867    0.004    0.000    0.005    0.000 {built-in method builtins.next}
       30    0.004    0.000    0.007    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\SCACOPF.py:100(get_branch_dual_normal)
     6960    0.004    0.000    0.009    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:116(__init__)
     4292    0.004    0.000    0.015    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:458(ub)
     4292    0.004    0.000    0.015    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:445(lb)
     2400    0.004    0.000    0.004    0.000 C:\ANACONDA3\lib\threading.py:81(RLock)
      480    0.004    0.000    0.032    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\content.py:29(_setup_references)
       75    0.004    0.000    0.007    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:589(nodeBalance_rule)
     2447    0.004    0.000    0.004    0.000 {built-in method _codecs.charmap_encode}
      189    0.004    0.000    0.009    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:1912(__init__)
     2024    0.004    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:277(__init__)
    11394    0.004    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:324(_lb)
     2210    0.004    0.000    0.014    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:273(__getattr__)
     2568    0.004    0.000    0.004    0.000 {built-in method _abc._abc_instancecheck}
        2    0.004    0.002    0.006    0.003 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:440(select)
     1564    0.004    0.000    0.027    0.000 C:\ANACONDA3\lib\site-packages\ipykernel\iostream.py:500(write)
     8076    0.004    0.000    0.029    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:154(has_ub)
     3660    0.004    0.000    0.004    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\symbol_map.py:141(alias)
      480    0.003    0.000    0.023    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\styles.py:29(_setup)
      480    0.003    0.000    0.415    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:124(get_text)
      480    0.003    0.000    0.035    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\content.py:19(__init__)
     1609    0.003    0.000    0.021    0.000 C:\ANACONDA3\lib\site-packages\ipykernel\iostream.py:206(schedule)
    11314    0.003    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:339(_ub)
       90    0.003    0.000    0.004    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:605(DCPF_rule)
4061/2456    0.003    0.000    0.015    0.000 {pyomo.core.expr.numvalue.value}
    11970    0.003    0.000    0.003    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\base.py:46(kind)
     8584    0.003    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:572(<listcomp>)
     2400    0.003    0.000    0.163    0.000 C:\ANACONDA3\lib\zipfile.py:190(_check_zipfile)
     4800    0.003    0.000    0.003    0.000 C:\ANACONDA3\lib\zipfile.py:1949(_fpclose)
     8505    0.003    0.000    0.003    0.000 {built-in method builtins.hasattr}
     2210    0.003    0.000    0.007    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:317(__getitem__)
       75    0.003    0.000    0.005    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:598(nodeBalanceQ_rule)
    15000    0.003    0.000    0.003    0.000 {built-in method builtins.chr}
     2400    0.003    0.000    0.003    0.000 C:\ANACONDA3\lib\zipfile.py:738(__init__)
     3658    0.003    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:408(equality)
     2400    0.003    0.000    0.326    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:56(_open_bytestream)
     2880    0.003    0.000    0.003    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\styles.py:38(__init__)
     2400    0.003    0.000    0.009    0.000 C:\ANACONDA3\lib\zipfile.py:719(_get_decompressor)
     1200    0.003    0.000    0.058    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:133(column)
        8    0.003    0.000    0.003    0.000 {built-in method nt.open}
    13920    0.003    0.000    0.003    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\conf.py:24(get_strategy)
      189    0.003    0.000    0.008    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:2021(_getitem_when_not_present)
     4948    0.002    0.000    0.006    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\visitor.py:789(visiting_potential_leaf)
     8584    0.002    0.000    0.003    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:2481(ranges)
        2    0.002    0.001    0.014    0.007 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:324(add_solution)
