         49850872 function calls (49829754 primitive calls) in 3728.433 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       45    0.105    0.002    0.179    0.004 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\run_OPF_jl.py:102(get_branch_dual_normal)
    21261    0.101    0.000    0.111    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:439(set_value)
    12150    0.097    0.000    0.599    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:26(expand_element)
    36026    0.097    0.000    0.097    0.000 {method 'seek' of '_io.BufferedReader' objects}
   331290    0.089    0.000    0.089    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\base.py:20(__init__)
     9180    0.088    0.000    6.443    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tableutils.py:59(<listcomp>)
     1440    0.084    0.000    0.084    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:58(<listcomp>)
     7920    0.077    0.000    0.077    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\xmlns.py:14(subelement)
    59490    0.076    0.000    0.088    0.000 C:\ANACONDA3\lib\copy.py:242(_keep_alive)
    59700    0.072    0.000    0.132    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\symbol_map.py:82(createSymbol)
    79864    0.071    0.000    0.120    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:570(bounds)
      103    0.069    0.001    0.069    0.001 {built-in method nt.remove}
        2    0.068    0.034    0.140    0.070 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:324(add_solution)
    21645    0.067    0.000    1.396    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:124(row)
      780    0.062    0.000    0.471    0.001 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\investment_model_pt1.py:36(trace_pf)
    22812    0.062    0.000    0.340    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\initializer.py:244(__call__)
    23112    0.060    0.000    0.060    0.000 {built-in method _codecs.charmap_decode}
        2    0.059    0.030    0.196    0.098 C:\ANACONDA3\lib\site-packages\pyomo\solvers\plugins\solvers\GLPK.py:456(_process_soln_mip)
    22510    0.059    0.000    0.076    0.000 C:\ANACONDA3\lib\zipfile.py:344(__init__)
     7202    0.057    0.000    0.470    0.000 C:\ANACONDA3\lib\zipfile.py:257(_EndRecData)
   143274    0.056    0.000    0.082    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\indexed_component.py:515(__getitem__)
   328147    0.055    0.000    0.055    0.000 {method 'get' of 'dict' objects}
   191612    0.055    0.000    0.056    0.000 {pyomo.core.expr.numvalue.as_numeric}
    59700    0.053    0.000    0.053    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\label.py:101(__call__)
      720    0.053    0.000    8.401    0.012 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\document.py:209(__init__)
   221820    0.052    0.000    0.052    0.000 {method 'split' of 'str' objects}
     1500    0.051    0.000    0.056    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:503(braQN_rule)
        1    0.050    0.050 1051.086 1051.086 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\investment_model_pt1.py:30(InvPt1_function)
   125564    0.049    0.000    0.101    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:368(upper)
   511081    0.047    0.000    0.047    0.000 {built-in method builtins.abs}
      781    0.046    0.000    0.046    0.000 {method 'tolist' of 'numpy.ndarray' objects}
   388243    0.045    0.000    0.045    0.000 {built-in method builtins.id}
    37260    0.044    0.000    0.044    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\base.py:26(__iter__)
   117322    0.043    0.000    0.194    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:3895(<genexpr>)
      101    0.043    0.000    0.043    0.000 {built-in method io.open_code}
    22520    0.043    0.000    0.066    0.000 {method 'decode' of 'bytes' objects}
   363369    0.043    0.000    0.043    0.000 {method 'pop' of 'list' objects}
     8233    0.040    0.000    0.073    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:367(<listcomp>)
   119714    0.040    0.000    0.071    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:354(lower)
      584    0.039    0.000    0.039    0.000 {built-in method nt.stat}
    58353    0.038    0.000    0.041    0.000 {built-in method builtins.next}
      750    0.037    0.000    0.037    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\run_OPF_jl.py:188(<listcomp>)
    81086    0.037    0.000    0.268    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\block.py:1351(_component_data_iter)
     3600    0.036    0.000    3.716    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:110(get_bytes)
    81195    0.036    0.000    0.206    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\indexed_component.py:495(<genexpr>)
     3605    0.036    0.000    0.171    0.000 C:\ANACONDA3\lib\zipfile.py:1478(open)
     8223    0.036    0.000    0.309    0.000 C:\ANACONDA3\lib\site-packages\odf\load.py:60(startElementNS)
     9180    0.036    0.000   24.152    0.003 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:30(__init__)
     9180    0.036    0.000   24.098    0.003 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:31(init_attributes_by_xmlnode)
     8239    0.035    0.000    0.190    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:351(__init__)
     3600    0.035    0.000    0.038    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:47(find)
      720    0.034    0.000    0.034    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:16(__init__)
     9180    0.034    0.000   23.570    0.003 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:17(__init__)
       16    0.034    0.002    0.424    0.027 {method 'Parse' of 'pyexpat.xmlparser' objects}
    22815    0.033    0.000    0.158    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\indexed_component.py:975(_setitem_when_not_present)
    17910    0.033    0.000    0.067    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\text.py:41(plaintext)
       15    0.032    0.002    0.049    0.003 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\run_OPF_jl.py:222(get_bus_dual_cont)
     3602    0.032    0.000    0.611    0.000 C:\ANACONDA3\lib\zipfile.py:1218(__init__)
     8228    0.032    0.000    0.353    0.000 C:\ANACONDA3\lib\xml\sax\expatreader.py:338(start_element_ns)
172895/172893    0.032    0.000    0.041    0.000 {built-in method builtins.isinstance}
    10815    0.031    0.000    0.099    0.000 C:\ANACONDA3\lib\zipfile.py:757(read)
    17910    0.030    0.000    0.154    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\cells.py:174(<listcomp>)
   102814    0.030    0.000    0.085    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:149(has_lb)
      135    0.029    0.000    0.032    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\julia\core.py:544(_call)
    40184    0.028    0.000    0.039    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:367(_convert)
     9180    0.028    0.000   24.223    0.003 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\wrapcache.py:16(wrap)
        3    0.026    0.009    0.026    0.009 {built-in method _imp.create_dynamic}
    81086    0.026    0.000    0.294    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\block.py:1425(component_data_objects)
    91990    0.025    0.000    0.096    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:154(has_ub)
    11700    0.025    0.000    0.135    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablecolumncontroller.py:52(expand_column)
     9180    0.025    0.000    9.261    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:121(expand_repeated_table_content)
     9180    0.025    0.000    6.764    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tableutils.py:58(get_min_max_cell_count)
    39932    0.025    0.000    0.089    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:458(ub)
    17910    0.024    0.000    0.214    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\cells.py:173(plaintext)
    20030    0.024    0.000    0.091    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:273(__getattr__)
    39932    0.024    0.000    0.089    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:445(lb)
     9180    0.024    0.000   23.301    0.003 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:152(normalize_table)
    21622    0.024    0.000    0.024    0.000 {method 'tell' of '_io.BufferedReader' objects}
       32    0.024    0.001    0.570    0.018 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:701(construct)
     2925    0.024    0.000    0.028    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:631(pwcost_rule)
        2    0.024    0.012    0.040    0.020 C:\ANACONDA3\lib\site-packages\pyomo\core\base\PyomoModel.py:440(select)
117042/116812    0.023    0.000    0.067    0.000 {built-in method builtins.iter}
   167119    0.023    0.000    0.023    0.000 {method 'replace' of 'str' objects}
     3605    0.023    0.000    1.066    0.000 C:\ANACONDA3\lib\zipfile.py:997(_read1)
     3600    0.023    0.000    0.023    0.000 {method 'timetuple' of 'datetime.datetime' objects}
    18428    0.023    0.000    0.023    0.000 {built-in method _codecs.charmap_encode}
    36919    0.023    0.000    0.023    0.000 {built-in method _struct.unpack}
   119714    0.022    0.000    0.022    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:324(_lb)
    28442    0.021    0.000    0.028    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:142(_nsassign)
    18720    0.021    0.000    0.025    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tableutils.py:98(rows)
        3    0.021    0.007    0.021    0.007 {built-in method _winapi.CreateProcess}
     9180    0.020    0.000   14.004    0.002 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablenormalizer.py:137(align_table_columns)
    27540    0.020    0.000    0.029    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tableutils.py:74(is_table)
   125564    0.020    0.000    0.020    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:339(_ub)
    79864    0.020    0.000    0.020    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:572(<listcomp>)
    38324    0.020    0.000    0.020    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\expr\symbol_map.py:141(alias)
     3605    0.020    0.000    0.045    0.000 C:\ANACONDA3\lib\zipfile.py:809(__init__)
   140945    0.019    0.000    0.019    0.000 {method 'append' of 'list' objects}
    20700    0.018    0.000    1.215    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:129(rows)
    20030    0.017    0.000    0.041    0.000 C:\ANACONDA3\lib\site-packages\pyomo\opt\results\container.py:317(__getitem__)
     3600    0.017    0.000    0.067    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:24(__init__)
     7202    0.017    0.000    0.094    0.000 C:\ANACONDA3\lib\zipfile.py:214(_EndRecData64)
     8219    0.017    0.000    0.042    0.000 C:\ANACONDA3\lib\site-packages\odf\opendocument.py:176(build_caches)
     3600    0.017    0.000    0.018    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:32(set_media_type_and_version)
     9180    0.017    0.000    0.478    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablecolumncontroller.py:68(__init__)
    79864    0.017    0.000    0.023    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\set.py:2481(ranges)
    17910    0.016    0.000    0.022    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\text.py:24(__init__)
      720    0.016    0.000    0.034    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\meta.py:34(__init__)
    18360    0.016    0.000    0.020    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\wrapcache.py:25(add)
     1500    0.016    0.000    0.020    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:596(DCPF_rule)
   146672    0.016    0.000    0.016    0.000 {method 'lower' of 'str' objects}
      720    0.015    0.000    0.016    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\meta.py:51(_setup)
    13725    0.015    0.000    0.015    0.000 {built-in method builtins.min}
     3600    0.015    0.000    0.146    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:69(register)
    38322    0.015    0.000    0.015    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:408(equality)
   139418    0.015    0.000    0.015    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:411(domain)
       47    0.015    0.000    0.057    0.001 {method 'read' of '_io.TextIOWrapper' objects}
     9900    0.015    0.000    0.040    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:59(name)
       45    0.015    0.000    0.109    0.002 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\run_OPF_jl.py:555(output2json)
    11940    0.015    0.000    0.060    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:495(setAttrNS)
     3605    0.015    0.000    1.280    0.000 C:\ANACONDA3\lib\zipfile.py:1473(read)
16683/16358    0.014    0.000    0.021    0.000 C:\ANACONDA3\lib\json\encoder.py:277(_iterencode_list)
    66002    0.014    0.000    0.014    0.000 {built-in method builtins.getattr}
     1440    0.014    0.000    0.264    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\table.py:136(<listcomp>)
     4320    0.013    0.000    0.080    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\manifest.py:22(add)
    21261    0.013    0.000    0.013    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:277(__init__)
     1440    0.013    0.000    0.013    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\pagecontainer.py:25(_xmlchildren)
      101    0.013    0.000    0.013    0.000 {built-in method marshal.loads}
        1    0.013    0.013    0.014    0.014 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:169(_create_nodes_graph)
    16795    0.013    0.000    0.013    0.000 {built-in method builtins.max}
        2    0.012    0.006 2674.501 1337.251 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\investment_model_pt2.py:83(runACOPF)
     3600    0.012    0.000    1.110    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:51(has_zip)
    22511    0.012    0.000    0.012    0.000 {method 'find' of 'str' objects}
     9900    0.012    0.000   24.236    0.002 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\pagecontainer.py:23(<genexpr>)
    18236    0.012    0.000    0.025    0.000 {method 'write' of '_io.TextIOWrapper' objects}
    28442    0.012    0.000    0.040    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:402(get_nsprefix)
    11940    0.012    0.000    0.024    0.000 C:\ANACONDA3\lib\site-packages\odf\attrconverters.py:1600(convert)
    75654    0.012    0.000    0.012    0.000 {method 'read' of '_io.BytesIO' objects}
    53996    0.011    0.000    0.012    0.000 {method 'join' of 'str' objects}
      720    0.011    0.000    0.790    0.001 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\filemanager.py:45(__init__)
     8223    0.011    0.000    0.022    0.000 C:\ANACONDA3\lib\site-packages\odf\load.py:105(endElementNS)
     9180    0.011    0.000   23.581    0.003 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:64(__init__)
     9180    0.011    0.000    0.146    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablecolumncontroller.py:35(expand_columns)
    22515    0.011    0.000    0.021    0.000 C:\ANACONDA3\lib\encodings\cp437.py:14(decode)
     3605    0.011    0.000    0.020    0.000 C:\ANACONDA3\lib\zipfile.py:1049(close)
    38322    0.011    0.000    0.026    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\constraint.py:311(body)
    18910    0.011    0.000    0.013    0.000 C:\ANACONDA3\lib\zipfile.py:461(_decodeExtra)
     1890    0.011    0.000    0.049    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablecolumncontroller.py:22(expand_element)
     8263    0.011    0.000    0.023    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:509(getAttrNS)
     2884    0.011    0.000    0.011    0.000 {built-in method zlib.decompressobj}
     2884    0.010    0.000    0.010    0.000 {method 'flush' of 'zlib.Decompress' objects}
    19786    0.010    0.000    0.014    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:161(is_integer)
     1500    0.010    0.000    0.012    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:491(braPN_rule)
    19966    0.010    0.000    0.014    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:169(is_binary)
     9180    0.010    0.000    0.221    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:26(update)
     8228    0.010    0.000    0.035    0.000 C:\ANACONDA3\lib\xml\sax\expatreader.py:372(end_element_ns)
    23085    0.010    0.000    0.016    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\compatibility.py:21(is_string)
      720    0.009    0.000    9.703    0.013 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\document.py:41(opendoc)
    11908    0.009    0.000    0.020    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:205(appendChild)
    11908    0.009    0.000    0.011    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:255(_append_child)
     8219    0.009    0.000    0.073    0.000 C:\ANACONDA3\lib\site-packages\odf\element.py:420(addElement)
    19786    0.009    0.000    0.013    0.000 C:\ANACONDA3\lib\site-packages\pyomo\core\base\var.py:178(is_continuous)
    48480    0.009    0.000    0.009    0.000 {built-in method builtins.hasattr}
14178/11813    0.009    0.000    0.024    0.000 {pyomo.core.expr.numvalue.value}
    21645    0.009    0.000    0.009    0.000 C:\Users\p96677wk\AppData\Roaming\Python\Python38\site-packages\ezodf\tablerowcontroller.py:54(row)
     3605    0.009    0.000    0.045    0.000 C:\ANACONDA3\lib\zipfile.py:1033(_read2)
        1    0.009    0.009    0.042    0.042 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\conversion_model_mat2json.py:17(matpower2json)
       48    0.009    0.000    0.069    0.001 C:\ANACONDA3\lib\json\__init__.py:120(dump)
      450    0.008    0.000    0.028    0.000 C:\Users\p96677wk\Dropbox (The University of Manchester)\My PC (E-10LPC1N2L4S)\Desktop\ATTEST\Tool3.2\ATTEST_Tool3.2\engines\model_preparation.py:580(nodeBalance_rule)
     3600    0.008    0.000    0.008    0.000 {built-in method now}
